ms,hall,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
6668,1,4321,-75,7675,7,-2769,-178
6624,1,4318,-162,7631,4,-2766,-179
6672,1,4328,-230,7546,6,-2763,-175
6664,1,4298,-243,7441,18,-2760,-170
6708,1,4301,-225,7353,25,-2761,-169
6708,1,4301,-151,7253,26,-2754,-169
6708,1,4286,-72,7159,20,-2747,-170
6668,1,4261,-82,7033,10,-2744,-174
6672,1,4221,-118,6987,-1,-2741,-175
6672,1,4249,-180,6965,6,-2738,-174
6680,1,4209,-228,6934,14,-2739,-169
6708,1,4215,-231,6794,21,-2732,-168
6716,1,4178,-121,6708,24,-2725,-171
6716,1,4172,-56,6560,23,-2720,-168
6664,1,4135,-45,6528,13,-2722,-169
6668,1,4092,-24,6510,11,-2721,-171
6664,1,4073,-100,6428,4,-2717,-169
6672,1,4026,-173,6311,5,-2715,-168
6664,1,4007,-139,6245,16,-2713,-168
6712,1,3977,-120,6165,22,-2710,-170
6708,1,3959,-103,6070,21,-2709,-168
6708,1,3931,-44,6042,15,-2707,-172
6664,1,3854,-85,5953,11,-2703,-169
6672,1,3804,-113,5889,10,-2700,-165
6712,1,3786,-120,5821,12,-2697,-169
6716,1,3760,-137,5754,19,-2693,-171
6712,1,3734,-62,5660,19,-2693,-168
6672,1,3692,-64,5557,19,-2687,-166
6664,1,3611,-37,5497,10,-2686,-165
6672,1,3580,-68,5410,6,-2688,-165
6624,1,3521,-95,5376,9,-2683,-166
6628,1,3510,-114,5388,15,-2682,-169
6716,1,3470,-99,5303,18,-2682,-171
6664,1,3382,-56,5173,19,-2677,-168
6672,1,3336,-31,5125,18,-2672,-170
6664,1,3278,-41,5077,17,-2670,-168
6672,1,3262,-81,5016,11,-2667,-166
6664,1,3227,-65,4978,15,-2665,-170
6664,1,3123,-83,4941,14,-2658,-172
6664,1,3093,-60,4889,14,-2656,-172
6668,1,3049,-55,4789,14,-2654,-168
6664,1,3002,0,4725,11,-2648,-167
6616,1,2915,-19,4649,14,-2645,-164
6664,1,2872,-14,4628,10,-2638,-162
6664,1,2775,-69,4563,14,-2639,-167
6664,1,2718,-36,4509,14,-2635,-166
6668,1,2643,-35,4538,19,-2633,-165
6664,1,2569,6,4453,19,-2640,-171
6616,1,2501,-10,4399,15,-2632,-165
6664,1,2453,15,4327,9,-2633,-163
6612,1,2396,-28,4282,11,-2632,-160
6664,1,2349,-48,4278,16,-2632,-164
6664,1,2310,-65,4236,16,-2629,-169
6668,1,2229,-40,4215,19,-2628,-169
6668,1,2126,14,4174,14,-2622,-165
6660,1,2057,13,4111,10,-2621,-163
6660,1,1974,9,4107,12,-2618,-163
6612,1,1910,-44,4089,13,-2619,-164
6664,1,1859,0,4017,14,-2622,-162
6612,1,1756,-37,3953,17,-2619,-165
6664,1,1710,-7,3933,18,-2620,-165
6620,1,1628,31,3937,14,-2616,-167
6664,1,1572,35,3905,13,-2613,-166
6656,1,1484,-11,3875,15,-2618,-164
6664,1,1436,10,3821,15,-2618,-161
6660,1,1358,-21,3863,12,-2613,-164
6664,1,1294,-61,3781,17,-2610,-160
6664,1,1221,10,3797,20,-2606,-163
6656,1,1156,-14,3754,17,-2607,-165
6664,1,1080,23,3768,17,-2596,-165
6664,1,968,49,3787,15,-2596,-162
6612,1,907,-7,3740,15,-2595,-162
6580,1,817,14,3738,16,-2591,-164
6612,1,765,13,3689,12,-2593,-163
6612,1,668,-39,3655,15,-2590,-162
6628,1,600,-12,3703,15,-2592,-163
6620,1,521,-4,3694,13,-2588,-158
6592,1,444,-10,3689,14,-2589,-160
6620,1,376,-30,3679,13,-2588,-160
6628,1,291,-3,3667,14,-2588,-163
6576,1,247,-28,3675,15,-2584,-162
6620,1,156,19,3689,14,-2583,-165
6612,1,78,5,3647,16,-2584,-164
6524,1,9,17,3695,14,-2579,-164
6516,1,-85,-1,3671,14,-2578,-160
6532,1,-145,-15,3682,12,-2578,-159
6632,1,-260,-28,3655,13,-2577,-160
6624,0,-289,-16,3749,17,-2580,-162
6632,0,-394,-18,3747,13,-2577,-163
6628,0,-496,-37,3728,13,-2577,-163
6624,0,-531,-16,3729,14,-2583,-160
6628,0,-610,-8,3739,11,-2583,-160
6592,0,-643,-10,3809,11,-2577,-156
6624,0,-721,-13,3813,13,-2575,-163
6632,0,-806,-2,3780,13,-2574,-169
6584,1,-887,13,3847,12,-2568,-167
6620,1,-966,13,3858,14,-2569,-165
6628,1,-1021,-9,3843,13,-2564,-160
6628,1,-1102,15,3902,12,-2567,-155
6668,1,-1202,-70,3944,12,-2559,-155
6672,1,-1277,-43,3957,16,-2560,-161
6680,1,-1341,-25,3937,14,-2561,-166
6668,1,-1395,-35,3993,13,-2557,-164
6676,1,-1472,-41,4027,15,-2559,-166
6672,1,-1557,-28,4078,13,-2559,-158
6672,1,-1651,-44,4105,12,-2564,-152
6676,1,-1663,-31,4144,17,-2562,-153
6672,1,-1727,-40,4145,12,-2564,-154
6672,1,-1801,-37,4207,15,-2562,-164
6672,1,-1891,-24,4277,10,-2559,-165
6672,1,-1948,-50,4297,14,-2564,-166
6668,1,-2031,-61,4325,13,-2565,-164
6676,1,-2051,-50,4351,17,-2562,-156
6672,1,-2119,-60,4357,15,-2564,-153
6672,1,-2167,-54,4451,14,-2559,-156
6672,1,-2243,-59,4489,13,-2556,-163
6680,1,-2318,-64,4558,12,-2556,-169
6672,1,-2370,-99,4597,11,-2557,-169
6684,1,-2460,-80,4638,13,-2557,-162
6672,1,-2464,-77,4642,15,-2556,-157
6684,1,-2555,-52,4740,14,-2554,-147
6672,1,-2620,-97,4827,17,-2554,-153
6680,1,-2691,-40,4879,13,-2552,-160
6672,1,-2719,-76,4900,9,-2551,-166
6632,1,-2747,-77,4918,10,-2550,-166
6672,1,-2793,-80,5002,13,-2553,-165
6676,1,-2866,-114,5069,14,-2547,-156
6728,1,-2915,-158,5174,20,-2544,-155
6716,1,-2944,-81,5199,21,-2549,-154
6672,1,-2992,-56,5196,16,-2546,-156
6672,1,-3074,-93,5262,15,-2546,-163
6672,1,-3118,-86,5405,6,-2546,-169
6628,1,-3153,-121,5433,10,-2547,-163
6720,1,-3215,-166,5507,15,-2551,-161
6716,1,-3272,-165,5584,16,-2551,-155
6724,1,-3287,-142,5612,21,-2552,-153
6716,1,-3326,-136,5687,17,-2553,-159
6724,1,-3353,-101,5769,14,-2552,-163
6724,1,-3352,-136,5814,9,-2551,-166
6672,1,-3415,-118,5901,8,-2549,-166
6680,1,-3497,-145,5920,11,-2550,-157
6716,1,-3513,-195,6028,18,-2548,-153
6724,1,-3528,-140,6071,21,-2549,-152
6716,1,-3538,-137,6168,17,-2551,-156
6728,1,-3601,-169,6172,16,-2552,-159
6716,1,-3611,-150,6324,10,-2553,-164
6724,1,-3648,-147,6393,8,-2552,-165
6680,1,-3674,-219,6438,12,-2548,-163
6716,1,-3728,-204,6534,19,-2554,-161
6724,1,-3745,-197,6601,19,-2556,-153
6716,1,-3739,-188,6669,19,-2555,-152
6732,1,-3741,-163,6740,14,-2552,-159
6716,1,-3785,-161,6810,9,-2553,-162
6680,1,-3812,-193,6868,6,-2552,-169
6676,1,-3796,-201,6965,4,-2553,-164
6676,1,-3829,-253,7024,14,-2550,-158
6716,1,-3837,-251,7124,18,-2547,-157
6724,1,-3852,-147,7209,22,-2543,-153
6716,1,-3854,-175,7266,15,-2543,-158
6716,1,-3893,-144,7329,7,-2540,-162
6672,1,-3921,-190,7402,3,-2543,-165
6672,1,-3903,-272,7476,3,-2545,-163
6680,1,-3936,-302,7552,14,-2541,-159
6716,1,-3901,-302,7654,23,-2544,-155
6724,1,-3914,-270,7680,28,-2545,-151
6720,1,-3925,-201,7802,25,-2541,-155
6720,1,-3925,-179,7875,12,-2544,-158
6724,1,-3930,-212,7911,4,-2546,-160
6672,1,-3936,-263,7995,-4,-2550,-166
6684,1,-3914,-306,8129,7,-2552,-161
6672,1,-3905,-334,8177,15,-2552,-162
6720,1,-3904,-275,8247,28,-2549,-160
6716,1,-3874,-217,8322,24,-2549,-157
6732,1,-3830,-184,8384,15,-2551,-161
6716,1,-3855,-188,8482,5,-2544,-160
6680,1,-3856,-294,8557,0,-2545,-163
6672,1,-3846,-351,8632,6,-2545,-163
6680,1,-3829,-336,8738,15,-2546,-160
6724,1,-3822,-346,8784,19,-2543,-157
6716,1,-3799,-284,8826,25,-2540,-160
6716,1,-3748,-240,8936,17,-2540,-160
6720,1,-3740,-232,9012,9,-2541,-159
6684,1,-3722,-292,9088,0,-2539,-163
6672,1,-3725,-325,9189,3,-2540,-160
6688,1,-3694,-338,9219,13,-2542,-159
6716,1,-3644,-339,9340,21,-2540,-163
6724,1,-3624,-296,9378,26,-2542,-161
6724,1,-3592,-270,9446,21,-2541,-159
6720,1,-3584,-267,9508,12,-2537,-162
6716,1,-3536,-308,9585,3,-2538,-159
6672,1,-3496,-340,9676,5,-2531,-160
6676,1,-3478,-379,9761,12,-2535,-159
6716,1,-3428,-391,9816,21,-2531,-161
6728,1,-3394,-354,9815,23,-2535,-162
6716,1,-3373,-311,9912,21,-2534,-161
6724,1,-3320,-319,10006,14,-2534,-159
6772,1,-3290,-305,10031,6,-2541,-158
6716,1,-3219,-357,10173,1,-2537,-157
6720,1,-3191,-387,10191,9,-2534,-159
6720,1,-3186,-390,10285,23,-2531,-164
6784,1,-3078,-375,10304,29,-2532,-162
6776,1,-3059,-318,10358,27,-2532,-163
6772,1,-3030,-315,10458,16,-2534,-159
6788,1,-2991,-333,10506,6,-2533,-156
6716,1,-2937,-360,10550,-1,-2532,-153
6732,1,-2862,-449,10647,2,-2533,-152
6724,1,-2810,-434,10678,14,-2533,-162
6768,1,-2768,-445,10742,25,-2530,-165
6776,1,-2717,-343,10760,29,-2531,-165
6772,1,-2649,-325,10822,23,-2525,-165
6776,1,-2626,-323,10926,5,-2523,-156
6720,1,-2549,-360,10978,-2,-2524,-152
6728,1,-2519,-430,11034,-2,-2523,-150
6732,1,-2446,-485,11031,9,-2518,-155
6716,1,-2354,-460,11118,17,-2518,-163
6784,1,-2321,-400,11111,27,-2516,-167
6776,1,-2263,-373,11210,23,-2512,-161
6772,1,-2174,-317,11275,12,-2510,-156
6772,1,-2120,-357,11286,4,-2513,-152
6716,1,-2079,-424,11340,2,-2508,-152
6724,1,-2027,-434,11409,6,-2505,-153
6716,1,-1954,-461,11373,13,-2508,-164
6776,1,-1909,-411,11420,23,-2508,-167
6772,1,-1860,-388,11488,20,-2504,-165
6768,1,-1779,-352,11538,16,-2507,-155
6784,1,-1709,-401,11545,10,-2506,-152
6776,1,-1628,-395,11598,6,-2502,-146
6720,1,-1569,-441,11681,10,-2505,-154
6772,1,-1476,-451,11649,17,-2499,-155
6780,1,-1442,-410,11698,19,-2504,-164
6776,1,-1354,-424,11742,20,-2500,-162
6780,1,-1273,-391,11740,15,-2497,-156
6772,1,-1214,-411,11779,8,-2499,-155
6724,1,-1103,-437,11849,6,-2499,-151
6716,1,-1044,-435,11846,8,-2494,-152
6724,1,-994,-456,11903,12,-2495,-155
6716,1,-944,-449,11926,14,-2491,-163
6724,1,-890,-428,11884,17,-2489,-164
6716,1,-777,-422,11921,14,-2487,-161
6716,1,-708,-421,11953,12,-2487,-153
6720,1,-640,-438,11963,11,-2485,-147
6716,1,-574,-432,12007,7,-2483,-151
6688,1,-499,-448,11974,14,-2482,-150
6716,1,-424,-467,11994,17,-2478,-159
6724,1,-335,-425,12007,15,-2475,-162
6720,1,-260,-434,11995,10,-2473,-162
6716,1,-226,-421,12014,11,-2468,-154
6716,1,-94,-442,12025,8,-2468,-154
6628,1,-43,-421,12027,11,-2463,-149
6672,1,27,-434,12062,12,-2464,-150
6664,1,116,-432,12041,12,-2460,-156
6708,1,171,-449,12063,14,-2455,-160
6712,1,245,-400,12033,15,-2459,-157
6724,1,321,-416,12084,12,-2452,-155
6708,1,398,-441,12072,11,-2450,-151
6716,1,451,-426,12088,15,-2450,-151
6720,1,508,-421,12034,11,-2451,-153
6708,1,612,-439,12051,14,-2447,-156
6716,1,670,-407,12023,16,-2447,-154
6712,1,742,-398,11998,14,-2445,-159
6716,1,817,-417,12006,12,-2447,-157
6708,1,872,-427,12055,13,-2439,-151
6716,1,960,-421,11975,11,-2441,-150
6712,1,1038,-409,11975,12,-2440,-152
6768,1,1124,-415,11960,14,-2441,-153
6760,1,1184,-405,11938,15,-2440,-159
6764,1,1228,-460,11901,14,-2439,-158
6768,1,1315,-401,11898,13,-2435,-157
6772,1,1389,-410,11877,11,-2431,-151
6764,1,1474,-424,11871,12,-2428,-150
6764,1,1562,-411,11855,14,-2426,-147
6760,1,1626,-412,11804,10,-2423,-151
6768,1,1662,-394,11796,13,-2422,-154
6772,1,1719,-410,11795,9,-2415,-153
6708,1,1815,-422,11757,10,-2415,-152
6764,1,1890,-425,11666,15,-2408,-148
6764,1,1945,-415,11674,13,-2410,-144
6768,1,1998,-399,11683,14,-2402,-142
6764,1,2074,-385,11619,16,-2404,-148
6764,1,2148,-362,11590,11,-2395,-155
6768,1,2215,-397,11551,11,-2391,-163
6764,1,2268,-392,11509,12,-2390,-162
6772,1,2283,-410,11472,11,-2387,-152
6764,1,2325,-447,11466,10,-2388,-147
6764,1,2452,-393,11477,11,-2384,-140
6768,1,2507,-377,11342,12,-2381,-147
6760,1,2573,-361,11293,12,-2372,-157
6768,1,2629,-375,11277,11,-2367,-156
6764,1,2672,-403,11270,11,-2365,-156
6764,1,2716,-380,11201,12,-2365,-148
6768,1,2772,-363,11146,14,-2356,-136
6768,1,2844,-363,11117,12,-2358,-137
6764,1,2925,-353,11099,14,-2350,-141
6764,1,2955,-330,11067,11,-2345,-147
6764,1,3021,-329,11033,4,-2341,-153
6716,1,3037,-362,10952,7,-2342,-154
6712,1,3085,-369,10900,8,-2336,-149
6720,1,3155,-384,10820,14,-2342,-141
6760,1,3180,-368,10744,14,-2336,-138
6764,1,3269,-308,10749,14,-2329,-143
6776,1,3289,-297,10713,9,-2330,-150
6712,1,3334,-311,10632,7,-2326,-155
6716,1,3384,-337,10595,6,-2322,-153
6716,1,3429,-335,10552,11,-2317,-149
6764,1,3462,-352,10501,12,-2315,-144
6772,1,3517,-335,10404,15,-2313,-140
6764,1,3579,-311,10344,15,-2310,-140
6768,1,3600,-294,10312,11,-2304,-146
6764,1,3639,-267,10245,8,-2302,-148
6708,1,3695,-313,10184,8,-2298,-149
6712,1,3706,-338,10156,9,-2292,-144
6712,1,3732,-339,10056,12,-2293,-141
6768,1,3771,-323,9990,12,-2289,-136
6712,1,3828,-271,9962,14,-2288,-136
6716,1,3836,-255,9924,10,-2285,-142
6720,1,3880,-230,9852,11,-2281,-149
6708,1,3867,-298,9779,4,-2280,-150
6668,1,3942,-311,9721,7,-2276,-149
6668,1,3945,-339,9703,11,-2276,-144
6708,1,4000,-311,9593,14,-2276,-140
6712,1,4043,-270,9528,16,-2276,-136
6720,1,4060,-227,9444,13,-2267,-138
6708,1,4085,-238,9363,11,-2262,-145
6716,1,4062,-260,9334,6,-2264,-146
6664,1,4087,-268,9286,7,-2259,-148
6672,1,4111,-275,9237,8,-2259,-144
6676,1,4162,-293,9106,12,-2257,-140
6712,1,4170,-293,9066,11,-2257,-142
6712,1,4178,-212,9001,12,-2257,-143
6708,1,4210,-226,8946,10,-2255,-146
6712,1,4234,-210,8887,7,-2253,-147
6668,1,4224,-243,8857,8,-2248,-146
6668,1,4258,-260,8776,8,-2242,-142
6664,1,4289,-257,8692,11,-2237,-141
6720,1,4296,-241,8591,18,-2231,-139
6712,1,4272,-191,8519,17,-2226,-140
6716,1,4280,-198,8541,15,-2224,-138
6720,1,4282,-186,8434,6,-2219,-141
6664,1,4317,-202,8413,10,-2215,-143
6708,1,4340,-233,8281,8,-2208,-139
6664,1,4343,-245,8222,10,-2204,-139
6712,1,4352,-217,8151,16,-2199,-135
6712,1,4340,-207,8067,14,-2197,-135
6716,1,4318,-153,8013,9,-2192,-142
6668,1,4341,-175,7965,6,-2195,-140
6680,1,4308,-192,7916,3,-2190,-139
6664,1,4314,-218,7833,7,-2187,-141
6676,1,4314,-236,7796,10,-2185,-139
6708,1,4321,-216,7751,12,-2183,-135
6716,1,4325,-174,7672,14,-2175,-137
6720,1,4304,-142,7584,12,-2175,-140
6708,1,4305,-138,7530,10,-2175,-137
6712,1,4299,-151,7470,6,-2169,-139
6668,1,4233,-190,7411,3,-2171,-141
6664,1,4248,-185,7311,8,-2172,-137
6668,1,4268,-190,7260,11,-2169,-137
6716,1,4265,-151,7148,17,-2162,-134
6712,1,4240,-140,7107,20,-2159,-135
6716,1,4245,-101,7087,12,-2159,-137
6712,1,4217,-113,6964,11,-2156,-136
6716,1,4217,-103,6883,8,-2149,-135
6672,1,4179,-170,6886,5,-2148,-133
6664,1,4193,-154,6806,12,-2143,-136
6716,1,4160,-145,6793,12,-2135,-137
6712,1,4131,-119,6687,13,-2132,-134
6712,1,4109,-111,6595,13,-2130,-138
6708,1,4096,-73,6580,6,-2132,-136
6624,1,4050,-121,6505,8,-2130,-133
6664,1,4018,-100,6463,5,-2125,-135
6672,1,4028,-141,6411,10,-2130,-137
6708,1,3998,-154,6374,9,-2118,-132
6684,1,3980,-129,6281,17,-2110,-137
6708,1,3941,-111,6207,12,-2118,-134
6716,1,3937,-62,6157,11,-2113,-131
6672,1,3909,-58,6152,8,-2109,-136
6624,1,3876,-96,6077,10,-2099,-132
6672,1,3808,-106,6000,7,-2094,-129
6664,1,3770,-102,5908,10,-2090,-133
6716,1,3739,-99,5828,11,-2100,-133
6668,1,3746,-88,5830,10,-2078,-133
6664,1,3690,-84,5790,14,-2082,-134
6664,1,3659,-79,5731,8,-2092,-126
6632,1,3626,-68,5657,4,-2091,-128
6620,1,3595,-90,5639,11,-2088,-130
6672,1,3560,-96,5558,8,-2076,-130
6620,1,3541,-87,5544,11,-2079,-130
6672,1,3502,-96,5459,11,-2072,-135
6668,1,3463,-69,5418,11,-2092,-131
6664,1,3426,-50,5409,10,-2086,-132
6664,1,3382,-33,5333,5,-2060,-133
6628,1,3345,-105,5293,7,-2058,-129
6664,1,3286,-59,5243,11,-2087,-128
6664,1,3260,-89,5160,10,-2045,-133
6664,1,3208,-74,5090,10,-2085,-134
6672,1,3173,-46,5105,10,-2041,-133
6664,1,3122,-33,5036,10,-2088,-133
6668,1,3062,-34,5007,7,-2039,-130
6620,1,3047,-64,4936,5,-2079,-129
6624,1,2987,-63,4923,4,-2058,-131
6624,1,2948,-93,4874,8,-2040,-133
6624,1,2942,-60,4830,14,-2081,-129
6668,1,2860,-45,4800,11,-2075,-132
6672,1,2825,-45,4761,13,-2042,-130
6664,1,2785,0,4728,13,-2028,-130
6620,1,2722,-27,4699,10,-2017,-128
6664,1,2681,-28,4639,5,-2021,-129
6628,1,2658,-62,4638,8,-2017,-127
6620,1,2603,-37,4573,8,-2019,-130
6628,1,2536,-56,4516,12,-2020,-130
6664,1,2489,-37,4491,14,-2020,-133
6672,1,2443,-44,4467,13,-2019,-132
6664,1,2420,-34,4420,12,-2020,-132
6672,1,2336,-24,4408,9,-2019,-131
6620,1,2271,-4,4399,6,-2021,-131
6576,1,2228,-19,4334,8,-2019,-127
6624,1,2177,-41,4342,7,-2020,-129
6620,1,2157,-25,4287,9,-2021,-128
6628,1,2067,-59,4285,8,-2021,-131
6620,1,2018,-27,4195,10,-2020,-131
6676,1,1962,-13,4212,10,-2022,-126
6664,1,1911,24,4237,9,-2022,-127
6624,1,1841,-35,4171,6,-2019,-129
6620,1,1800,-29,4146,9,-2019,-125
6628,1,1749,-11,4149,6,-2022,-125
6620,1,1660,-46,4070,6,-2021,-129
6620,1,1609,-20,4052,7,-2020,-128
6620,1,1558,-19,4077,8,-2022,-130
6624,1,1522,-15,4049,11,-2020,-131
6664,1,1489,5,4046,8,-2019,-131
6560,1,1427,3,3982,7,-2021,-129
6560,1,1340,-25,3977,9,-2019,-127
6620,1,1270,-7,3934,7,-2018,-126
6580,1,1253,-18,3900,10,-2019,-125
6664,1,1197,-20,3923,12,-2019,-124
6668,1,1123,3,3913,12,-2021,-128
6616,1,1076,8,3942,11,-2019,-128
6624,1,1032,0,3932,12,-2013,-129
6616,1,1001,3,3859,13,-2017,-124
6628,1,901,7,3868,8,-1963,-125
6516,1,831,-3,3867,8,-1983,-123
6528,1,761,-44,3876,9,-1994,-122
6576,1,727,-34,3864,7,-1985,-124
6576,1,678,-5,3824,10,-1962,-125
6588,1,631,-29,3875,13,-1958,-129
6620,1,587,16,3782,8,-1978,-128
6564,1,485,-6,3802,7,-2003,-127
6524,1,447,-20,3829,10,-1991,-122
6628,1,369,-19,3809,10,-1957,-126
6620,1,355,-12,3825,10,-1997,-124
6624,1,300,8,3848,10,-1958,-125
6564,1,239,4,3811,7,-1978,-126
6516,1,150,-13,3800,8,-1981,-123
6576,1,70,-12,3856,8,-1953,-124
6524,1,25,-9,3818,7,-1957,-126
6480,1,-22,-27,3816,8,-1983,-126
6536,1,-46,-28,3826,10,-1975,-126
6584,1,-114,-22,3821,10,-1954,-126
6632,1,-207,-24,3829,11,-1951,-125
6628,1,-252,-20,3833,11,-1953,-122
6624,0,-301,-14,3849,9,-1957,-123
6584,0,-376,-20,3827,8,-1964,-122
6588,0,-416,-17,3850,12,-1966,-123
6624,0,-492,-23,3880,10,-1968,-124
6632,0,-539,-22,3891,9,-1968,-126
6580,0,-610,5,3867,6,-1980,-124
6524,0,-634,17,3919,10,-1979,-126
6628,0,-712,-10,3924,9,-1972,-122
6584,0,-748,-28,3934,6,-1970,-122
6580,0,-844,-28,3995,9,-1966,-122
6584,0,-872,-25,3922,9,-1968,-120
6588,1,-917,-16,3926,11,-1975,-121
6628,1,-987,-35,3997,8,-1973,-124
6584,1,-1048,-38,4008,7,-1970,-125
6632,1,-1087,-44,4000,7,-1960,-124
6628,1,-1134,-44,4074,11,-1946,-125
6676,1,-1198,-51,4070,9,-1948,-124
6628,1,-1271,-22,4081,8,-1961,-121
6632,1,-1308,-37,4085,8,-1958,-122
6628,1,-1329,-61,4135,8,-1942,-126
6636,1,-1409,-19,4166,9,-1954,-126
6624,1,-1450,-28,4186,10,-1971,-125
6680,1,-1527,-61,4158,6,-1955,-123
6628,1,-1557,-60,4199,11,-1947,-124
6676,1,-1616,-48,4255,9,-1946,-121
6628,1,-1659,-46,4280,9,-1954,-123
6632,1,-1709,-54,4277,6,-1963,-127
6628,1,-1786,-41,4370,7,-1943,-133
6636,1,-1805,-38,4338,11,-1948,-130
6672,1,-1871,-37,4369,7,-1958,-130
6632,1,-1914,-36,4385,8,-1941,-122
6628,1,-1966,-53,4419,9,-1952,-118
6632,1,-2028,-40,4461,10,-1942,-117
6668,1,-2051,-47,4489,8,-1946,-121
6624,1,-2106,-85,4535,10,-1949,-127
6672,1,-2154,-40,4560,7,-1935,-126
6628,1,-2221,-68,4624,8,-1929,-127
6628,1,-2256,-86,4611,6,-1926,-126
6632,1,-2303,-90,4711,8,-1928,-123
6628,1,-2328,-72,4716,11,-1927,-119
6676,1,-2397,-90,4767,7,-1926,-121
6628,1,-2420,-64,4788,9,-1927,-121
6632,1,-2482,-65,4809,8,-1926,-122
6628,1,-2523,-77,4852,4,-1929,-126
6632,1,-2566,-76,4902,6,-1930,-126
6628,1,-2601,-114,4928,10,-1927,-121
6720,1,-2654,-90,4986,10,-1929,-121
6672,1,-2645,-86,5007,10,-1935,-119
6676,1,-2707,-75,5056,10,-1933,-121
6672,1,-2755,-74,5099,8,-1933,-126
6632,1,-2805,-101,5128,9,-1930,-127
6672,1,-2823,-70,5158,8,-1926,-126
6632,1,-2888,-126,5199,11,-1924,-121
6716,1,-2907,-106,5280,12,-1923,-120
6720,1,-2954,-74,5292,11,-1929,-118
6672,1,-2977,-84,5345,8,-1920,-123
6632,1,-3013,-129,5405,5,-1921,-125
6672,1,-3070,-110,5464,5,-1926,-124
6688,1,-3120,-129,5526,6,-1923,-123
6672,1,-3157,-135,5532,8,-1918,-121
6680,1,-3153,-161,5562,8,-1926,-119
6672,1,-3169,-126,5626,12,-1927,-119
6720,1,-3191,-124,5631,10,-1920,-120
6720,1,-3265,-118,5700,6,-1923,-125
6672,1,-3290,-127,5786,7,-1931,-126
6676,1,-3306,-128,5796,7,-1925,-122
6672,1,-3357,-133,5866,10,-1919,-120
6716,1,-3381,-163,5884,11,-1925,-120
6716,1,-3396,-136,6001,10,-1929,-120
6724,1,-3442,-152,6045,12,-1919,-121
6716,1,-3465,-144,6112,11,-1921,-122
6720,1,-3505,-164,6100,11,-1928,-124
6716,1,-3536,-154,6158,6,-1922,-127
6676,1,-3539,-166,6240,7,-1923,-123
6672,1,-3567,-182,6289,7,-1931,-125
6672,1,-3565,-160,6352,10,-1934,-124
6716,1,-3582,-164,6384,11,-1934,-122
6716,1,-3616,-190,6401,12,-1936,-122
6720,1,-3649,-178,6512,8,-1936,-122
6672,1,-3673,-177,6552,7,-1936,-123
6676,1,-3711,-182,6581,8,-1933,-123
6672,1,-3692,-189,6629,9,-1934,-123
6676,1,-3703,-167,6704,14,-1934,-121
6716,1,-3717,-158,6755,,,
